matchId,bowler,runs_conceded,balls_bowled,wickets,economy
548315,R Vinay Kumar,18,24,2,4.5
548315,RN ten Doeschate,20,21,1,5.714285714285714
548315,Shakib Al Hasan,18,21,2,5.142857142857143
548315,V Kohli,13,6,0,13.0
548315,Z Khan,31,24,2,7.75
548316,DE Bollinger,18,12,0,9.0
548316,DJ Bravo,5,6,0,5.0
548316,IK Pathan,25,24,2,6.25
548316,JA Morkel,24,12,0,12.0
548316,KP Pietersen,16,12,1,8.0
548316,M Morkel,17,26,3,3.9230769230769234
548316,R Ashwin,21,20,2,6.3
548316,RA Jadeja,19,12,0,9.5
548316,RE van der Merwe,15,24,1,3.75
548316,S Nadeem,9,18,0,3.0
548316,SB Jakati,23,18,0,7.666666666666667
548316,UT Yadav,22,20,1,6.6
548317,A Singh,29,24,2,7.25
548317,AA Chavan,41,24,1,10.25
548317,GB Hogg,31,24,2,7.75
548317,Harbhajan Singh,43,24,0,10.75
548317,J Botha,22,6,0,22.0
548317,JEC Franklin,21,13,0,9.692307692307693
548317,KA Pollard,42,26,4,9.692307692307693
548317,KK Cooper,43,24,1,10.75
548317,MM Patel,28,22,4,7.636363636363637
548317,PP Ojha,19,12,0,9.5
548317,SK Trivedi,25,18,0,8.333333333333334
548317,SL Malinga,13,24,2,3.25
548318,DE Bollinger,23,19,4,7.2631578947368425
548318,DJ Bravo,29,25,0,6.959999999999999
548318,DL Vettori,30,24,0,7.5
548318,JA Morkel,33,28,2,7.071428571428571
548318,M Muralitharan,21,24,3,5.25
548318,R Ashwin,46,24,0,11.5
548318,R Vinay Kumar,50,27,1,11.11111111111111
548318,RA Jadeja,16,14,2,6.857142857142857
548318,RR Bhatkal,35,12,0,17.5
548318,SB Jakati,22,13,0,10.153846153846155
548318,SK Raina,20,7,0,17.142857142857142
548318,V Kohli,36,12,0,18.0
548318,Z Khan,31,25,1,7.4399999999999995
548319,A Nehra,22,18,0,7.333333333333333
548319,AB Dinda,18,18,1,6.0
548319,AD Mascarenhas,24,25,5,5.76
548319,AD Mathews,20,18,1,6.666666666666667
548319,Harmeet Singh,22,19,2,6.947368421052632
548319,JD Ryder,12,12,0,6.0
548319,MN Samuels,27,22,0,7.363636363636364
548319,P Awana,18,24,1,4.5
548319,P Kumar,16,27,1,3.5555555555555554
548319,PP Chawla,23,24,1,5.75
548319,R Sharma,17,18,1,5.666666666666667
548320,A Singh,29,24,2,7.25
548320,AA Chavan,29,22,0,7.909090909090909
548320,AL Menaria,3,6,1,3.0
548320,GB Hogg,19,25,1,4.56
548320,J Botha,21,25,1,5.04
548320,JH Kallis,26,18,0,8.666666666666666
548320,L Balaji,24,27,0,5.333333333333333
548320,R Bhatia,18,13,0,8.307692307692308
548320,SK Trivedi,24,19,0,7.578947368421053
548320,SP Narine,22,24,1,5.5
548320,Shakib Al Hasan,17,24,3,4.25
548320,YK Pathan,14,19,1,4.421052631578948
548321,A Mishra,25,13,0,11.53846153846154
548321,AB Agarkar,41,19,0,12.947368421052632
548321,Ankit Sharma,17,14,0,7.285714285714286
548321,DT Christian,33,26,2,7.615384615384616
548321,DW Steyn,19,24,2,4.75
548321,IK Pathan,27,24,0,6.75
548321,JP Duminy,33,18,0,11.0
548321,KP Pietersen,15,13,0,6.923076923076923
548321,M Morkel,22,25,4,5.279999999999999
548321,S Nadeem,16,24,3,4.0
548321,UT Yadav,30,21,1,8.571428571428571
548321,V Pratap Singh,31,24,1,7.75
548322,A Nehra,42,25,1,10.08
548322,AB Dinda,28,26,1,6.461538461538462
548322,AD Mathews,18,12,1,9.0
548322,DJ Bravo,30,19,0,9.473684210526317
548322,JA Morkel,21,13,0,9.692307692307693
548322,KMDN Kulasekara,37,25,1,8.879999999999999
548322,M Kartik,18,18,0,6.0
548322,MN Samuels,27,25,0,6.4799999999999995
548322,R Ashwin,19,24,1,4.75
548322,R Sharma,16,18,2,5.333333333333333
548322,SK Raina,22,24,0,5.5
548322,VY Mahesh,22,14,1,9.428571428571429
548323,AD Mascarenhas,34,24,1,8.5
548323,BA Bhatt,24,24,2,6.0
548323,Harmeet Singh,27,24,1,6.75
548323,JD Unadkat,32,18,0,10.666666666666666
548323,JH Kallis,30,24,0,7.5
548323,P Kumar,20,26,0,4.615384615384616
548323,PP Chawla,18,24,3,4.5
548323,R Bhatia,14,24,3,3.5
548323,SP Narine,18,25,5,4.319999999999999
548323,Shakib Al Hasan,26,24,1,6.5
548323,YK Pathan,7,6,0,7.0
548324,A Singh,43,23,2,11.217391304347826
548324,CH Gayle,20,7,0,17.142857142857142
548324,DL Vettori,20,24,1,5.0
548324,GB Hogg,19,24,1,4.75
548324,J Botha,30,24,1,7.5
548324,M Muralitharan,35,24,0,8.75
548324,Pankaj Singh,18,24,2,4.5
548324,R Vinay Kumar,51,24,0,12.75
548324,S Aravind,48,18,0,16.0
548324,SK Trivedi,23,25,4,5.52
548324,Z Khan,15,24,1,3.75
548325,AB Agarkar,26,21,3,7.428571428571429
548325,CJ McKay,24,18,0,8.0
548325,IK Pathan,12,24,1,3.0
548325,KA Pollard,3,8,0,2.25
548325,M Morkel,21,25,2,5.04
548325,MM Patel,15,18,0,5.0
548325,PP Ojha,19,24,1,4.75
548325,RP Singh,21,27,2,4.666666666666667
548325,S Nadeem,15,25,2,3.5999999999999996
548325,UT Yadav,9,25,2,2.1599999999999997
548326,A Mishra,31,25,3,7.4399999999999995
548326,A Singh,47,28,0,10.071428571428571
548326,Anand Rajan,43,26,1,9.923076923076923
548326,Ankit Sharma,32,25,0,7.68
548326,BJ Hodge,13,6,1,13.0
548326,DT Christian,41,26,1,9.461538461538462
548326,DW Steyn,44,22,0,12.0
548326,GB Hogg,33,24,0,8.25
548326,J Botha,29,24,0,7.25
548326,Pankaj Singh,37,18,0,12.333333333333334
548326,SK Trivedi,24,25,1,5.76
548327,A Nehra,53,25,1,12.719999999999999
548327,AB Dinda,24,27,1,5.333333333333333
548327,AD Mathews,35,24,1,8.75
548327,B Kumar,27,24,0,6.75
548327,DL Vettori,34,24,1,8.5
548327,HV Patel,29,24,1,7.25
548327,KP Appanna,22,13,0,10.153846153846155
548327,MN Samuels,5,12,1,2.5
548327,R Sharma,35,12,0,17.5
548327,R Vinay Kumar,33,25,3,7.919999999999999
548327,TM Dilshan,24,12,0,12.0
548327,Z Khan,33,25,1,7.919999999999999
548328,AD Mascarenhas,23,24,0,5.75
548328,B Lee,25,25,2,6.0
548328,BA Bhatt,32,21,0,9.142857142857142
548328,Harmeet Singh,25,13,0,11.53846153846154
548328,JH Kallis,23,18,0,7.666666666666667
548328,L Balaji,20,24,1,5.0
548328,P Kumar,23,18,0,7.666666666666667
548328,PP Chawla,19,24,2,4.75
548328,R Bhatia,22,25,2,5.279999999999999
548328,SP Narine,24,24,2,6.0
548328,YK Pathan,7,6,0,7.0
548329,A Ashish Reddy,29,12,0,14.5
548329,A Mishra,43,25,0,10.319999999999999
548329,AD Russell,39,24,0,9.75
548329,Ankit Sharma,16,6,0,16.0
548329,IK Pathan,46,24,1,11.5
548329,M Morkel,31,25,1,7.4399999999999995
548329,MS Gony,21,25,0,5.04
548329,S Dhawan,26,13,1,12.0
548329,S Nadeem,39,24,0,9.75
548329,TP Sudhindra,42,23,0,10.956521739130434
548329,VR Aaron,30,24,2,7.5
548330,A Nehra,23,24,2,5.75
548330,AD Mathews,12,6,0,12.0
548330,B Kumar,36,19,0,11.368421052631579
548330,DE Bollinger,30,18,1,10.0
548330,DJ Bravo,27,25,2,6.4799999999999995
548330,KMDN Kulasekara,10,12,2,5.0
548330,M Kartik,24,24,0,6.0
548330,MN Samuels,39,24,3,9.75
548330,R Ashwin,29,26,1,6.6923076923076925
548330,R Sharma,28,24,0,7.0
548330,RA Jadeja,20,25,0,4.8
548330,SB Jakati,20,18,1,6.666666666666667
548331,AB McDonald,24,25,2,5.76
548331,Azhar Mahmood,29,22,0,7.909090909090909
548331,DL Vettori,23,25,0,5.52
548331,HV Patel,43,25,1,10.319999999999999
548331,Harmeet Singh,45,25,0,10.799999999999999
548331,P Awana,32,26,4,7.384615384615385
548331,P Kumar,31,28,0,6.642857142857142
548331,PP Chawla,21,24,1,5.25
548331,R Vinay Kumar,40,24,1,10.0
548331,Z Khan,25,24,2,6.25
548332,A Singh,44,25,0,10.559999999999999
548332,AL Menaria,10,12,0,5.0
548332,DE Bollinger,30,25,1,7.199999999999999
548332,DJ Bravo,32,18,0,10.666666666666666
548332,GB Hogg,18,24,1,4.5
548332,KK Cooper,23,24,2,5.75
548332,KMDN Kulasekara,17,24,1,4.25
548332,R Ashwin,19,24,1,4.75
548332,RA Jadeja,22,20,0,6.6
548332,SB Jakati,12,12,1,6.0
548332,SK Trivedi,30,24,0,7.5
548332,STR Binny,20,12,0,10.0
548333,A Nehra,26,24,0,6.5
548333,AC Thomas,22,24,3,5.5
548333,AD Mathews,30,13,0,13.846153846153847
548333,IK Pathan,24,25,0,5.76
548333,JD Ryder,18,6,0,18.0
548333,KP Pietersen,18,15,0,7.2
548333,M Kartik,24,19,1,7.578947368421053
548333,M Morkel,48,26,3,11.076923076923078
548333,R Sharma,20,12,0,10.0
548333,S Nadeem,41,27,0,9.11111111111111
548333,SC Ganguly,27,24,3,6.75
548333,UT Yadav,29,24,0,7.25
548333,V Sehwag,9,6,0,9.0
548333,Y Nagar,8,7,0,6.857142857142857
548334,Azhar Mahmood,38,25,0,9.12
548334,BA Bhatt,33,18,0,11.0
548334,DJ Hussey,12,6,0,12.0
548334,Harbhajan Singh,33,25,0,7.919999999999999
548334,KA Pollard,14,24,2,3.5
548334,MM Patel,41,24,0,10.25
548334,NLTC Perera,19,9,0,12.666666666666666
548334,P Awana,19,28,2,4.071428571428571
548334,P Kumar,36,24,2,9.0
548334,PP Chawla,19,24,2,4.75
548334,PP Ojha,23,21,2,6.571428571428571
548334,RP Singh,28,18,0,9.333333333333334
548335,A Mishra,26,25,1,6.239999999999999
548335,Anand Rajan,10,13,1,4.615384615384616
548335,Ankit Sharma,19,24,1,4.75
548335,B Lee,15,24,1,3.75
548335,CL White,6,8,0,4.5
548335,DW Steyn,23,25,2,5.52
548335,JH Kallis,16,12,0,8.0
548335,JP Duminy,0,1,0,0.0
548335,L Balaji,22,24,2,5.5
548335,R Bhatia,25,25,2,6.0
548335,SP Narine,26,24,2,6.5
548335,V Pratap Singh,34,25,0,8.16
548335,YK Pathan,19,12,0,9.5
548336,A Chandila,29,24,0,7.25
548336,DL Vettori,20,24,0,5.0
548336,GB Hogg,33,26,2,7.615384615384616
548336,HV Patel,31,25,2,7.4399999999999995
548336,KK Cooper,33,26,0,7.615384615384616
548336,KP Appanna,17,25,4,4.08
548336,Pankaj Singh,32,24,1,8.0
548336,R Vinay Kumar,37,24,0,9.25
548336,SK Trivedi,43,25,0,10.319999999999999
548336,Z Khan,28,26,1,6.461538461538462
548337,A Nehra,34,18,0,11.333333333333334
548337,AC Thomas,13,13,1,6.0
548337,IK Pathan,23,24,1,5.75
548337,LJ Wright,24,12,0,12.0
548337,M Kartik,25,25,0,6.0
548337,M Morkel,34,24,1,8.5
548337,P Negi,22,24,0,5.5
548337,R Sharma,33,24,1,8.25
548337,S Nadeem,22,24,0,5.5
548337,SC Ganguly,12,6,0,12.0
548337,UT Yadav,40,24,0,10.0
548339,Azhar Mahmood,23,23,2,6.0
548339,BA Bhatt,33,25,0,7.919999999999999
548339,CJ McKay,36,24,1,9.0
548339,Harbhajan Singh,22,21,0,6.285714285714286
548339,JEC Franklin,4,7,1,3.4285714285714284
548339,KA Pollard,27,18,0,9.0
548339,MM Patel,40,25,0,9.6
548339,P Awana,38,25,3,9.12
548339,P Kumar,24,25,0,5.76
548339,PP Chawla,44,25,1,10.559999999999999
548339,RJ Peterson,3,6,0,3.0
548339,RP Singh,26,25,1,6.239999999999999
548341,A Ashish Reddy,32,24,2,8.0
548341,A Mishra,24,19,0,7.578947368421053
548341,A Nehra,29,24,0,7.25
548341,AC Thomas,27,24,0,6.75
548341,Ankit Sharma,11,12,1,5.5
548341,B Kumar,34,24,2,8.5
548341,J Theron,34,27,2,7.555555555555555
548341,JP Duminy,23,19,0,7.2631578947368425
548341,MN Samuels,37,26,1,8.538461538461538
548341,MS Gony,26,25,2,6.239999999999999
548341,R Sharma,39,24,1,9.75
548342,AB Agarkar,31,25,1,7.4399999999999995
548342,Harbhajan Singh,42,24,0,10.5
548342,IK Pathan,45,25,2,10.799999999999999
548342,KA Pollard,22,7,0,18.857142857142858
548342,M Morkel,20,25,2,4.8
548342,R Shukla,30,19,0,9.473684210526317
548342,RJ Peterson,37,24,3,9.25
548342,RP Singh,39,25,0,9.36
548342,S Nadeem,35,24,2,8.75
548342,SL Malinga,28,26,2,6.461538461538462
548342,UT Yadav,35,25,2,8.399999999999999
548343,Azhar Mahmood,25,24,3,6.25
548343,BA Bhatt,13,12,1,6.5
548343,Bipul Sharma,11,6,0,11.0
548343,DJ Bravo,27,25,3,6.4799999999999995
548343,DJ Hussey,3,6,1,3.0
548343,JA Morkel,29,24,3,7.25
548343,KMDN Kulasekara,26,27,1,5.777777777777778
548343,P Awana,33,25,0,7.919999999999999
548343,P Kumar,39,25,1,9.36
548343,PP Chawla,19,25,2,4.56
548343,R Ashwin,24,25,1,5.76
548343,RA Jadeja,15,6,0,15.0
548343,SB Jakati,22,12,0,11.0
548343,SK Raina,8,6,0,8.0
548344,B Lee,33,25,0,7.919999999999999
548344,DL Vettori,29,24,1,7.25
548344,HV Patel,35,18,0,11.666666666666666
548344,JH Kallis,29,26,2,6.6923076923076925
548344,KP Appanna,25,20,0,7.5
548344,LR Shukla,5,6,1,5.0
548344,R Bhatia,41,18,1,13.666666666666666
548344,R Vinay Kumar,30,25,2,7.199999999999999
548344,SP Narine,11,24,1,2.75
548344,TM Dilshan,19,12,0,9.5
548344,YK Pathan,19,24,1,4.75
548344,Z Khan,47,25,1,11.28
548345,A Singh,40,25,2,9.6
548345,AA Chavan,30,25,1,7.199999999999999
548345,AB Agarkar,32,25,0,7.68
548345,GB Hogg,31,24,1,7.75
548345,IK Pathan,25,26,1,5.76923076923077
548345,KK Cooper,18,25,0,4.319999999999999
548345,M Morkel,26,24,1,6.5
548345,Pankaj Singh,25,24,2,6.25
548345,S Nadeem,30,24,0,7.5
548345,UT Yadav,34,25,1,8.16
548346,A Ashish Reddy,10,14,1,4.285714285714286
548346,A Mishra,27,25,0,6.4799999999999995
548346,DT Christian,12,20,0,3.5999999999999996
548346,DW Steyn,7,27,2,1.5555555555555556
548346,Harbhajan Singh,13,24,2,3.25
548346,JEC Franklin,18,18,2,6.0
548346,JP Duminy,8,6,1,8.0
548346,MM Patel,22,25,1,5.279999999999999
548346,RJ Peterson,8,6,0,8.0
548346,RP Singh,20,18,1,6.666666666666667
548346,SL Malinga,14,24,4,3.5
548346,V Pratap Singh,27,25,1,6.4799999999999995
548347,B Lee,34,24,1,8.5
548347,DJ Bravo,27,24,2,6.75
548347,Iqbal Abdulla,18,18,0,6.0
548347,JA Morkel,19,29,1,3.931034482758621
548347,JH Kallis,20,25,2,4.8
548347,LR Shukla,7,6,0,7.0
548347,R Ashwin,21,23,2,5.478260869565217
548347,R Bhatia,21,19,0,6.631578947368421
548347,RA Jadeja,12,13,0,5.538461538461539
548347,SB Jakati,17,12,0,8.5
548347,SK Raina,22,18,0,7.333333333333333
548347,SP Narine,24,24,2,6.0
548347,VY Mahesh,9,8,0,6.75
548347,YK Pathan,9,7,0,7.7142857142857135
548348,A Ashish Reddy,31,19,1,9.789473684210527
548348,A Mishra,20,18,0,6.666666666666667
548348,A Nehra,40,25,1,9.6
548348,Ankit Sharma,9,12,1,4.5
548348,B Kumar,22,24,1,5.5
548348,DW Steyn,45,25,0,10.799999999999999
548348,JP Duminy,22,21,0,6.285714285714286
548348,M Kartik,16,12,0,8.0
548348,MN Samuels,33,18,1,11.0
548348,S Dhawan,9,6,1,9.0
548348,SC Ganguly,39,18,0,13.0
548348,V Pratap Singh,31,24,2,7.75
548348,WD Parnell,25,24,1,6.25
548349,A Singh,12,6,0,12.0
548349,AA Chavan,29,24,1,7.25
548349,AL Menaria,10,2,0,30.0
548349,GB Hogg,31,25,2,7.4399999999999995
548349,IK Pathan,22,12,0,11.0
548349,M Morkel,23,24,1,5.75
548349,P Negi,17,25,4,4.08
548349,Pankaj Singh,24,12,0,12.0
548349,S Nadeem,32,25,0,7.68
548349,SR Watson,29,24,1,7.25
548349,UT Yadav,27,25,1,6.4799999999999995
548349,V Sehwag,15,12,0,7.5
548350,AB McDonald,25,24,2,6.25
548350,AM Nayar,16,6,0,16.0
548350,AUK Pathan,14,6,0,14.0
548350,Azhar Mahmood,19,25,3,4.56
548350,DJ Hussey,9,12,0,4.5
548350,DL Vettori,29,24,1,7.25
548350,KP Appanna,30,18,1,10.0
548350,P Awana,46,26,0,10.615384615384617
548350,P Kumar,8,24,0,2.0
548350,PP Chawla,33,19,1,10.421052631578949
548350,R Vinay Kumar,32,23,0,8.347826086956522
548350,RJ Harris,21,12,1,10.5
548350,Z Khan,29,25,2,6.959999999999999
548351,A Nehra,19,24,3,4.75
548351,AB Dinda,33,25,1,7.919999999999999
548351,B Kumar,9,18,2,3.0
548351,Harbhajan Singh,17,25,2,4.08
548351,JEC Franklin,20,18,0,6.666666666666667
548351,M Kartik,22,19,0,6.947368421052632
548351,MJ Clarke,9,12,1,4.5
548351,MM Patel,23,25,1,5.52
548351,NLTC Perera,8,6,0,8.0
548351,PP Ojha,23,25,1,5.52
548351,SL Malinga,22,27,2,4.888888888888889
548351,WD Parnell,17,25,2,4.08
548352,A Ashish Reddy,15,13,1,6.923076923076923
548352,A Mishra,18,12,1,9.0
548352,AA Jhunjhunwala,13,18,1,4.333333333333333
548352,Ankit Sharma,13,12,0,6.5
548352,BW Hilfenhaus,31,24,1,7.75
548352,DJ Bravo,34,25,2,8.16
548352,DT Christian,34,25,1,8.16
548352,DW Steyn,25,24,0,6.25
548352,JA Morkel,16,18,1,5.333333333333333
548352,R Ashwin,18,19,0,5.684210526315789
548352,RA Jadeja,25,18,0,8.333333333333334
548352,SB Jakati,17,12,0,8.5
548352,SK Raina,5,6,1,5.0
548352,V Pratap Singh,34,19,2,10.736842105263158
548353,AB Dinda,27,13,0,12.461538461538462
548353,AD Mathews,17,24,2,4.25
548353,B Kumar,18,28,2,3.8571428571428568
548353,Iqbal Abdulla,25,25,1,6.0
548353,JH Kallis,15,13,1,6.923076923076923
548353,M Kartik,20,26,1,4.615384615384616
548353,M de Lange,31,27,3,6.888888888888889
548353,MJ Clarke,14,12,0,7.0
548353,R Bhatia,27,24,1,6.75
548353,SP Narine,13,24,2,3.25
548353,WD Parnell,35,26,0,8.076923076923077
548353,YK Pathan,22,13,0,10.153846153846155
548354,AA Chavan,32,18,0,10.666666666666666
548354,Azhar Mahmood,36,25,0,8.639999999999999
548354,J Botha,20,25,2,4.8
548354,P Awana,32,26,0,7.384615384615385
548354,P Kumar,31,25,0,7.4399999999999995
548354,PP Chawla,38,24,2,9.5
548354,RJ Harris,34,24,4,8.5
548354,SK Trivedi,28,24,1,7.0
548354,SR Watson,20,26,2,4.615384615384616
548354,STR Binny,8,6,1,8.0
548354,SW Tait,14,28,2,3.0
548355,BW Hilfenhaus,34,24,2,8.5
548355,DJ Bravo,37,26,3,8.538461538461538
548355,DR Smith,26,12,0,13.0
548355,Harbhajan Singh,12,20,0,3.5999999999999996
548355,JA Morkel,34,18,0,11.333333333333334
548355,JEC Franklin,8,6,1,8.0
548355,MM Patel,45,25,0,10.799999999999999
548355,R Ashwin,27,25,1,6.4799999999999995
548355,RA Jadeja,12,12,2,6.0
548355,RJ Peterson,22,12,0,11.0
548355,RP Singh,27,25,3,6.4799999999999995
548355,SB Jakati,27,18,0,9.0
548355,SL Malinga,24,25,4,5.76
548356,A Ashish Reddy,35,25,1,8.399999999999999
548356,A Mishra,28,24,2,7.0
548356,A Mithun,32,19,0,10.105263157894738
548356,Anand Rajan,42,25,1,10.08
548356,CH Gayle,6,6,0,6.0
548356,DW Steyn,30,18,0,10.0
548356,J Syed Mohammad,27,18,1,9.0
548356,M Muralitharan,18,24,0,4.5
548356,P Parameswaran,44,25,1,10.559999999999999
548356,S Dhawan,11,6,0,11.0
548356,TM Dilshan,17,6,0,17.0
548356,V Pratap Singh,33,19,1,10.421052631578949
548356,Z Khan,31,25,0,7.4399999999999995
548357,B Lee,38,25,1,9.12
548357,IK Pathan,27,19,0,8.526315789473685
548357,JH Kallis,20,24,2,5.0
548357,M Morkel,34,25,1,8.16
548357,PJ Sangwan,37,25,1,8.879999999999999
548357,R Bhatia,26,24,0,6.5
548357,S Nadeem,32,24,0,8.0
548357,SP Narine,18,25,5,4.319999999999999
548357,UT Yadav,27,27,2,6.0
548357,VR Aaron,18,24,1,4.5
548358,A Nehra,33,18,0,11.0
548358,AA Chavan,19,13,0,8.76923076923077
548358,AD Mathews,15,18,0,5.0
548358,B Kumar,17,18,1,5.666666666666667
548358,J Botha,25,24,1,6.25
548358,M Kartik,32,18,0,10.666666666666666
548358,MJ Clarke,12,12,1,6.0
548358,SK Trivedi,19,19,1,6.0
548358,SPD Smith,5,2,0,15.0
548358,SR Watson,27,25,0,6.4799999999999995
548358,STR Binny,12,18,1,4.0
548358,SW Tait,13,24,3,3.25
548358,WD Parnell,12,12,1,6.0
548359,A Ashish Reddy,36,25,2,8.639999999999999
548359,A Mishra,20,12,0,10.0
548359,AA Jhunjhunwala,12,12,0,6.0
548359,Azhar Mahmood,25,26,0,5.76923076923077
548359,DJ Harris,15,12,0,7.5
548359,DJ Hussey,2,6,2,2.0
548359,J Theron,29,24,1,7.25
548359,P Awana,26,25,2,6.239999999999999
548359,P Kumar,15,24,3,3.75
548359,PP Chawla,33,24,1,8.25
548359,RR Powar,32,18,0,10.666666666666666
548359,S Dhawan,8,12,1,4.0
548359,V Pratap Singh,43,26,1,9.923076923076923
548360,HV Patel,24,24,2,6.0
548360,Harbhajan Singh,18,24,0,4.5
548360,J Syed Mohammad,37,25,0,8.879999999999999
548360,KA Pollard,32,19,0,10.105263157894738
548360,M Muralitharan,24,24,2,6.0
548360,PP Ojha,24,13,1,11.076923076923078
548360,R Vinay Kumar,33,25,2,7.919999999999999
548360,RG Sharma,16,6,0,16.0
548360,RP Singh,28,24,0,7.0
548360,SL Malinga,19,25,0,4.56
548360,Z Khan,16,24,0,4.0
548361,BW Hilfenhaus,8,24,2,2.0
548361,DJ Bravo,36,20,0,10.799999999999999
548361,J Botha,23,24,0,5.75
548361,JA Morkel,18,19,0,5.684210526315789
548361,Pankaj Singh,33,25,2,7.919999999999999
548361,R Ashwin,13,12,1,6.5
548361,RA Jadeja,21,24,1,5.25
548361,SK Trivedi,17,25,2,4.08
548361,SR Watson,31,19,1,9.789473684210527
548361,SW Tait,10,24,1,2.5
548361,VY Mahesh,18,27,2,4.0
548362,AC Thomas,44,26,1,10.153846153846155
548362,AD Mathews,13,19,1,4.105263157894737
548362,B Kumar,39,25,0,9.36
548362,HV Patel,36,24,1,9.0
548362,K Upadhyay,33,24,0,8.25
548362,KP Appanna,29,25,1,6.959999999999999
548362,M Muralitharan,16,24,2,4.0
548362,MJ Clarke,5,6,0,5.0
548362,R Sharma,30,25,1,7.199999999999999
548362,R Vinay Kumar,32,24,3,8.0
548362,Z Khan,21,24,2,5.25
548363,B Lee,43,25,0,10.319999999999999
548363,DR Smith,31,25,1,7.4399999999999995
548363,Harbhajan Singh,7,6,0,7.0
548363,JH Kallis,38,26,0,8.76923076923077
548363,KA Pollard,28,25,1,6.72
548363,MM Patel,32,24,1,8.0
548363,PP Ojha,26,18,1,8.666666666666666
548363,R Bhatia,41,24,0,10.25
548363,SL Malinga,27,24,0,6.75
548363,SP Narine,28,24,0,7.0
548363,Shakib Al Hasan,27,24,1,6.75
548364,BW Hilfenhaus,25,26,3,5.76923076923077
548364,DJ Bravo,20,26,0,4.615384615384616
548364,IK Pathan,15,12,1,7.5
548364,JA Morkel,14,25,1,3.36
548364,M Morkel,31,24,0,7.75
548364,R Ashwin,17,24,1,4.25
548364,RA Jadeja,11,6,0,11.0
548364,RE van der Merwe,17,18,0,5.666666666666667
548364,SB Jakati,20,18,0,6.666666666666667
548364,UT Yadav,23,19,0,7.2631578947368425
548364,VR Aaron,28,20,0,8.4
548365,A Chandila,13,24,4,3.25
548365,A Nehra,23,24,3,5.75
548365,AD Mathews,29,24,1,7.25
548365,B Kumar,33,24,0,8.25
548365,J Botha,25,24,2,6.25
548365,JD Ryder,15,6,0,15.0
548365,M Kartik,36,26,0,8.307692307692308
548365,R Sharma,31,18,0,10.333333333333334
548365,SK Trivedi,24,18,0,8.0
548365,SR Watson,18,19,2,5.684210526315789
548365,STR Binny,17,12,0,8.5
548365,SW Tait,24,25,1,5.76
548366,A Mishra,31,18,1,10.333333333333334
548366,AA Jhunjhunwala,13,6,0,13.0
548366,Azhar Mahmood,38,25,2,9.12
548366,DJ Hussey,13,7,0,11.142857142857142
548366,DT Christian,31,24,2,7.75
548366,DW Steyn,26,24,2,6.5
548366,MS Gony,39,25,1,9.36
548366,P Awana,40,25,1,9.6
548366,P Kumar,31,24,1,7.75
548366,PP Chawla,27,18,0,9.0
548366,RJ Harris,32,24,0,8.0
548366,TP Sudhindra,46,25,0,11.04
548367,CH Gayle,38,17,0,13.411764705882351
548367,DR Smith,10,12,0,5.0
548367,HV Patel,24,25,1,5.76
548367,Harbhajan Singh,31,19,1,9.789473684210527
548367,KA Pollard,17,21,1,4.857142857142857
548367,KP Appanna,19,6,0,19.0
548367,M Muralitharan,15,25,1,3.5999999999999996
548367,MM Patel,50,28,2,10.714285714285714
548367,R Vinay Kumar,34,26,2,7.846153846153847
548367,RP Singh,22,25,2,5.279999999999999
548367,SL Malinga,27,26,0,6.230769230769231
548367,Z Khan,32,26,1,7.384615384615385
548368,BW Hilfenhaus,26,18,1,8.666666666666666
548368,DJ Bravo,21,19,1,6.631578947368421
548368,JH Kallis,25,18,0,8.333333333333334
548368,L Balaji,32,25,1,7.68
548368,M de Lange,37,18,0,12.333333333333334
548368,R Ashwin,26,24,1,6.5
548368,R Bhatia,33,24,2,8.25
548368,RA Jadeja,39,24,1,9.75
548368,SB Jakati,26,24,2,6.5
548368,SK Raina,17,12,0,8.5
548368,SP Narine,14,24,2,3.5
548368,YK Pathan,14,12,0,7.0
548369,Azhar Mahmood,33,25,0,7.919999999999999
548369,Harmeet Singh,22,18,0,7.333333333333333
548369,IK Pathan,24,24,0,6.0
548369,M Morkel,32,24,1,8.0
548369,P Awana,22,24,3,5.5
548369,P Kumar,28,24,1,7.0
548369,P Negi,24,18,1,8.0
548369,PP Chawla,33,24,1,8.25
548369,UT Yadav,20,25,4,4.8
548369,VR Aaron,19,24,2,4.75
548369,Y Venugopal Rao,13,6,0,13.0
548370,DR Smith,8,12,2,4.0
548370,Harbhajan Singh,24,18,0,8.0
548370,Iqbal Abdulla,23,24,1,5.75
548370,JH Kallis,32,24,2,8.0
548370,KA Pollard,17,21,1,4.857142857142857
548370,L Balaji,10,25,2,2.4
548370,MM Patel,17,24,1,4.25
548370,RP Singh,30,27,2,6.666666666666667
548370,SL Malinga,30,26,1,6.923076923076923
548370,SP Narine,15,19,4,4.736842105263158
548370,Shakib Al Hasan,24,25,1,5.76
548371,Azhar Mahmood,28,24,2,7.0
548371,BW Hilfenhaus,20,24,1,5.0
548371,DJ Bravo,18,18,2,6.0
548371,DJ Hussey,23,18,0,7.666666666666667
548371,JA Morkel,26,23,1,6.782608695652174
548371,P Awana,12,24,2,3.0
548371,P Kumar,18,24,2,4.5
548371,PP Chawla,12,6,0,12.0
548371,R Ashwin,27,24,0,6.75
548371,RJ Harris,23,25,1,5.52
548371,VY Mahesh,27,12,0,13.5
